sample_i,training_step,batch_i,dynamics_size_mass_bin,dynamics_thrust_to_weight_bin,dynamics_torque_to_inertia_bin,dynamics_motor_delay_bin,dynamics_curve_shape_bin,dynamics_group_key,rejected_before_accept,mass,thrust_to_weight_ratio,torque_to_inertia_ratio,sampled_tau_rise,sampled_tau_fall,sampled_curve_shape,rotor_torque_constant,inertia_trace,thrust_scale,torque_scale,sampled_parameters_inside_allowed_ranges
181,45,1,1,1,3,2,0,376,0,0.133684,2.82253,1096.6,0.0787954,0.168071,0.05,0.0205187,0.000192631,8.40284,4.39843,true
182,45,2,2,1,3,2,0,632,0,0.1647,2.66791,1141.48,0.0743132,0.187012,0.0711865,0.0245611,0.000232293,9.78526,5.26497,true
183,45,3,3,1,3,2,0,888,0,0.198999,2.85096,1103.8,0.0775571,0.210992,0.063037,0.0214548,0.000329761,12.6343,4.59911,true
184,46,0,0,2,3,2,0,184,0,0.0551814,3.36583,995.619,0.0789759,0.186042,0.206692,0.0162934,8.0504e-05,4.13612,3.49269,true
185,46,1,1,2,3,2,0,440,0,0.112238,3.61318,969.427,0.0794123,0.182646,0.0849221,0.0115215,0.000222811,9.03102,2.46977,true
186,46,2,2,2,3,2,0,696,0,0.136293,3.72407,1078.61,0.0733552,0.209587,0.116865,0.0207111,0.000269263,11.3031,4.43967,true
187,46,3,3,2,3,2,0,952,0,0.240111,3.25406,1162.33,0.0754826,0.220131,0.108411,0.0270165,0.000463705,17.3999,5.79133,true
188,47,0,0,3,3,2,0,248,0,0.0215565,4.62463,1111.63,0.0818706,0.200551,0.151636,0.0240558,2.796e-05,2.22005,5.15665,true
189,47,1,1,3,3,2,0,504,0,0.109681,4.68364,1002.6,0.0794497,0.210981,0.22407,0.0172258,0.000279036,11.4399,3.69256,true
190,47,2,2,3,3,2,0,760,0,0.170534,4.24273,1182.24,0.0672792,0.220445,0.1638,0.0298075,0.000381187,16.1125,6.3896,true
191,47,3,3,3,3,2,0,1016,0,0.201865,4.22291,1008.93,0.0742967,0.167991,0.192459,0.0170061,0.000560115,18.9837,3.64547,true
192,48,0,0,0,0,3,0,12,0,0.0596754,2.3437,87.4458,0.0914099,0.289269,0.05,0.00953093,0.000683035,3.11461,2.04307,true
193,48,1,1,0,0,3,0,268,0,0.104931,2.24726,313.618,0.0974664,0.290934,0.240327,0.0316363,0.000404864,5.25126,6.78163,true
194,48,2,2,0,0,3,0,524,0,0.142993,1.74838,53.6166,0.0958303,0.267625,0.0601211,0.00740919,0.0026778,5.56748,1.58825,true
195,48,3,3,0,0,3,0,780,0,0.206176,1.52293,64.385,0.0897421,0.29083,0.05,0.00725107,0.00313334,6.99239,1.55436,true
196,49,0,0,1,0,3,0,76,0,0.0638754,2.86656,190.999,0.0953924,0.295567,0.199122,0.0211957,0.000433681,4.07759,4.54356,true
197,49,1,1,1,0,3,0,332,0,0.100625,2.96719,93.397,0.0869119,0.288439,0.112773,0.0116803,0.00165181,6.64904,2.50381,true
198,49,2,2,1,0,3,0,588,0,0.17628,3.20339,150.244,0.0925971,0.277087,0.218847,0.0184775,0.00239496,12.5753,3.96087,true
199,49,3,3,1,0,3,0,844,0,0.226297,2.62868,112.981,0.0932511,0.252489,0.131109,0.0136123,0.00357848,13.2472,2.91796,true
200,50,0,0,2,0,3,0,140,0,0.0226117,4.09182,297.125,0.0857287,0.290594,0.127475,0.0278175,9.81319e-05,2.06043,5.96303,true
201,50,1,1,2,0,3,0,396,0,0.0949045,3.38713,263.22,0.099723,0.286694,0.174076,0.0262355,0.000627051,7.15858,5.62391,true
202,50,2,2,2,0,3,0,652,0,0.165562,3.42861,93.0467,0.0836741,0.295821,0.05,0.0102331,0.00367047,12.6411,2.19359,true
203,50,3,3,2,0,3,0,908,0,0.207178,3.43343,213.649,0.0844837,0.291433,0.0896172,0.0204891,0.00217758,15.8409,4.3921,true
204,51,0,0,3,0,3,0,204,0,0.0307953,4.96342,303.364,0.0944555,0.266111,0.185491,0.029607,0.000178209,3.40387,6.34662,true
205,51,1,1,3,0,3,0,460,0,0.133832,4.98352,160.669,0.0880974,0.268382,0.05,0.0145587,0.0023056,14.8527,3.12083,true
206,51,2,2,3,0,3,0,716,0,0.135175,4.57377,151.97,0.0877345,0.253906,0.05,0.0142801,0.00227599,13.7683,3.06112,true
207,51,3,3,3,0,3,0,972,0,0.207871,4.32887,262.967,0.0906115,0.275753,0.183306,0.0264236,0.00228627,20.039,5.66422,true
208,52,0,0,0,1,3,0,28,0,0.0350615,1.95248,591.934,0.0865618,0.273065,0.15699,0.0288548,4.24526e-05,1.52449,6.18538,true
209,52,1,1,0,1,3,0,284,0,0.0927693,1.64903,338.563,0.0834942,0.293475,0.05,0.00669899,0.000223941,3.40675,1.43601,true
210,52,2,2,0,1,3,0,540,0,0.158918,1.87286,382.047,0.0954719,0.28598,0.237115,0.0143732,0.000481408,6.62808,3.08107,true
211,52,3,3,0,1,3,0,796,0,0.196337,1.86661,380.083,0.0942642,0.254259,0.198794,0.0133586,0.000634176,8.16139,2.86359,true
212,53,0,0,1,1,3,0,92,0,0.0711399,2.80856,513.773,0.096928,0.28576,0.213493,0.0240619,0.000182915,4.44943,5.15796,true
213,53,1,1,1,1,3,0,348,0,0.109198,2.4603,399.65,0.0979014,0.245088,0.227143,0.0155146,0.000365796,5.9829,3.32575,true
214,53,2,2,1,1,3,0,604,0,0.167358,2.58256,581.308,0.0919411,0.276838,0.18732,0.0287127,0.000462532,9.62507,6.15492,true
215,53,3,3,1,1,3,0,860,0,0.20475,2.58457,380.605,0.098763,0.235182,0.143183,0.0121479,0.000916375,11.7848,2.60405,true
216,54,0,0,2,1,3,0,156,0,0.0243846,3.99501,510.156,0.0843311,0.255559,0.0559113,0.0202356,6.07559e-05,2.16941,4.33776,true
217,54,1,1,2,1,3,0,412,0,0.079058,4.05985,526.143,0.0987399,0.24814,0.0544643,0.0214435,0.000287177,7.14767,4.59667,true
218,54,2,2,2,1,3,0,668,0,0.172791,3.37189,539.615,0.0891013,0.253124,0.106109,0.0236507,0.000667109,12.9749,5.06981,true
219,54,3,3,2,1,3,0,924,0,0.218449,3.4795,452.624,0.0903653,0.239436,0.135069,0.017553,0.00112897,16.9268,3.7627,true
220,55,0,0,3,1,3,0,220,0,0.023051,4.24506,346.349,0.0899251,0.265557,0.067989,0.00779821,8.84556e-05,2.17912,1.67164,true
221,55,1,1,3,1,3,0,476,0,0.0926097,4.32637,525.002,0.0887397,0.267451,0.1647,0.0238352,0.000387889,8.92254,5.10937,true
222,55,2,2,3,1,3,0,732,0,0.136923,4.53549,515.887,0.088442,0.298177,0.176124,0.023385,0.00069872,13.8296,5.01287,true
223,55,3,3,3,1,3,0,988,0,0.204632,4.45942,575.047,0.0997058,0.268021,0.05,0.0241695,0.00101501,20.3217,5.18103,true
224,56,0,0,0,2,3,0,44,0,0.0528363,1.72198,801.63,0.0857577,0.23563,0.117955,0.021746,4.73649e-05,2.02613,4.66152,true
225,56,1,1,0,2,3,0,300,0,0.133761,2.0735,658.543,0.08698,0.251634,0.163462,0.0116683,0.000241905,6.17647,2.50124,true
226,56,2,2,0,2,3,0,556,0,0.1539,2.08168,894.05,0.0873783,0.251112,0.0786619,0.0280324,0.000211748,7.13444,6.00909,true
227,56,3,3,0,2,3,0,812,0,0.215431,2.01047,794.808,0.0946911,0.281055,0.249683,0.0241806,0.000373671,9.64525,5.1834,true
228,57,0,0,1,2,3,0,108,0,0.0749492,2.97097,643.103,0.0866472,0.250735,0.23143,0.0119997,0.000166345,4.95876,2.57228,true
229,57,1,1,1,2,3,0,364,0,0.12058,3.07741,709.141,0.0988153,0.253085,0.134815,0.0149494,0.000288555,8.26355,3.20459,true
230,57,2,2,1,2,3,0,620,0,0.172919,2.48532,674.695,0.0935856,0.296497,0.0694282,0.0108057,0.000390516,9.57047,2.31634,true
231,57,3,3,1,2,3,0,876,0,0.239342,2.58593,725.712,0.0988394,0.282002,0.24796,0.0187809,0.000605475,13.783,4.02591,true
232,58,0,0,2,2,3,0,172,0,0.0227872,3.67126,771.623,0.0965629,0.299499,0.0992471,0.0189969,3.40458e-05,1.86301,4.07223,true
233,58,1,1,2,2,3,0,428,0,0.0853875,3.71661,808.205,0.0901351,0.28335,0.05,0.020226,0.000188543,7.06722,4.33569,true
234,58,2,2,2,2,3,0,684,0,0.187526,3.64494,770.935,0.0982579,0.246036,0.217996,0.0216154,0.000576621,15.2216,4.63352,true
235,58,3,3,2,2,3,0,940,0,0.232121,3.47311,791.361,0.0989052,0.287673,0.060046,0.0196463,0.00068756,17.9532,4.21143,true
236,59,0,0,3,2,3,0,236,0,0.0289933,4.12719,898.821,0.0894515,0.251563,0.140352,0.0297906,4.5706e-05,2.66477,6.38599,true
237,59,1,1,3,2,3,0,492,0,0.117605,4.89394,645.367,0.0895413,0.259483,0.0507984,0.0081111,0.000478873,12.8172,1.73871,true
238,59,2,2,3,2,3,0,748,0,0.156739,4.49557,652.752,0.0912146,0.277722,0.165004,0.0112537,0.00065389,15.6917,2.41236,true
239,59,3,3,3,2,3,0,1004,0,0.219783,4.23357,799.936,0.0856759,0.271815,0.239851,0.0243572,0.000801285,20.7209,5.22126,true
240,60,0,0,0,3,3,0,60,0,0.0318303,1.50435,1015.92,0.085904,0.241069,0.0800517,0.0150192,1.64763e-05,1.06635,3.21955,true
241,60,1,1,0,3,3,0,316,0,0.0846539,1.6032,1083.61,0.0829353,0.273776,0.10761,0.0208912,6.10236e-05,3.02234,4.47828,true
242,60,2,2,0,3,3,0,572,0,0.139691,1.78074,1085.21,0.093932,0.268979,0.05,0.019664,0.000130259,5.53961,4.21522,true
243,60,3,3,0,3,3,0,828,0,0.192809,2.34692,1123.13,0.0992912,0.262437,0.05,0.0216465,0.000252523,10.0771,4.6402,true
244,61,0,0,1,3,3,0,124,0,0.0470843,2.53691,1191.24,0.0835958,0.269631,0.0945271,0.028947,4.00646e-05,2.66005,6.20515,true
245,61,1,1,1,3,3,0,380,0,0.115255,2.66193,939.817,0.0943368,0.245719,0.22712,0.0124236,0.000180859,6.83226,2.66315,true
246,61,2,2,1,3,3,0,636,0,0.153987,2.91851,1197.02,0.0956272,0.252313,0.05,0.027886,0.000219415,10.0081,5.97771,true
247,61,3,3,1,3,3,0,892,0,0.227239,2.73165,1022.33,0.0859847,0.277731,0.212003,0.0184857,0.00042046,13.8234,3.96263,true
248,62,0,0,2,3,3,0,188,0,0.0370922,3.71193,1076.19,0.0855128,0.298168,0.05,0.0179991,4.62874e-05,3.06613,3.85832,true
249,62,1,1,2,3,3,0,444,0,0.102859,3.88356,963.412,0.0950667,0.275588,0.109252,0.0116022,0.000215651,8.89571,2.48707,true
250,62,2,2,2,3,3,0,700,0,0.142977,3.92808,975.944,0.0893768,0.25455,0.247363,0.015682,0.000344039,12.507,3.36164,true
251,62,3,3,2,3,3,0,956,0,0.220875,4.0822,1048.86,0.0828561,0.283087,0.172766,0.0196608,0.000584777,20.0793,4.21452,true
252,63,0,0,3,3,3,0,252,0,0.0470321,4.44216,1016.37,0.0910618,0.268971,0.05,0.0143171,8.12574e-05,4.6526,3.06904,true
253,63,1,1,3,3,3,0,508,0,0.0976231,4.68973,918.689,0.0886368,0.263721,0.153276,0.00912286,0.00025715,10.1955,1.9556,true
254,63,2,2,3,3,3,0,764,0,0.180846,4.58588,932.881,0.0830123,0.274921,0.138772,0.00989758,0.000561638,18.4688,2.12167,true
255,63,3,3,3,3,3,0,1020,0,0.208317,4.34323,1077.47,0.0850692,0.281962,0.212909,0.022784,0.00056499,20.1486,4.88403,true
256,64,0,0,0,0,0,1,1,0,0.0525103,2.08026,61.7256,0.0341809,0.0529002,0.49965,0.0179277,0.000797927,2.4326,3.84303,true
257,64,1,1,0,0,0,1,257,0,0.0895512,1.80783,312.84,0.0337823,0.0446623,0.343552,0.0338986,0.000270068,3.60526,7.26657,true
258,64,2,2,0,0,0,1,513,0,0.147328,2.21853,189.013,0.0425403,0.0673104,0.426395,0.0261553,0.00108358,7.27876,5.6067,true
259,64,3,3,0,0,0,1,769,0,0.216594,1.74412,258.711,0.0375413,0.0920969,0.493102,0.0330637,0.00105448,8.4126,7.08762,true
260,65,0,0,1,0,0,1,65,0,0.0427614,2.83697,256.242,0.0311556,0.033636,0.347693,0.0296005,0.000193279,2.70156,6.34524,true
261,65,1,1,1,0,0,1,321,0,0.101739,3.08132,299.59,0.0438456,0.0374626,0.361145,0.0332664,0.000571884,6.98121,7.13105,true
262,65,2,2,1,0,0,1,577,0,0.189726,2.85229,310.313,0.0406144,0.0593917,0.257446,0.0317651,0.0011481,12.0511,6.80924,true
263,65,3,3,1,0,0,1,833,0,0.200318,3.16376,122.355,0.0354632,0.0303289,0.30176,0.0181792,0.00350472,14.1134,3.89694,true
264,66,0,0,2,0,0,1,129,0,0.0318419,4.01148,236.716,0.0395719,0.0811911,0.385791,0.0289427,0.000201243,2.84453,6.20423,true
265,66,1,1,2,0,0,1,385,0,0.110384,3.43299,127.633,0.0375152,0.0547544,0.340867,0.0194686,0.00166043,8.4389,4.17333,true
266,66,2,2,2,0,0,1,641,0,0.188163,3.95806,134.674,0.0335279,0.046383,0.331881,0.0198128,0.00368755,16.5854,4.24711,true
267,66,3,3,2,0,0,1,897,0,0.234256,3.52145,138.867,0.0346854,0.0332137,0.419741,0.0221149,0.00433874,18.3704,4.7406,true
268,67,0,0,3,0,0,1,193,0,0.0564435,4.29463,40.7375,0.0386645,0.057518,0.408781,0.0142548,0.00269837,5.39819,3.05569,true
269,67,1,1,3,0,0,1,449,0,0.126971,4.54718,301.736,0.0306989,0.0507334,0.369201,0.0336141,0.00112778,12.8575,7.20559,true
270,67,2,2,3,0,0,1,705,0,0.175952,4.37212,209.691,0.0364501,0.0335942,0.323182,0.0254372,0.00238792,17.1315,5.45278,true
271,67,3,3,3,0,0,1,961,0,0.215077,4.74388,102.268,0.0446746,0.0515316,0.263056,0.0157499,0.00685674,22.7214,3.37617,true
272,68,0,0,0,1,0,1,17,0,0.0380255,2.34264,370.911,0.0388197,0.0618672,0.480775,0.0189916,9.68751e-05,1.98376,4.07108,true
273,68,1,1,0,1,0,1,273,0,0.118371,2.21642,462.735,0.0441059,0.080937,0.39479,0.0241812,0.000328164,5.84257,5.18353,true
274,68,2,2,0,1,0,1,529,0,0.176365,1.76579,588.883,0.039129,0.0864549,0.428078,0.0347175,0.000351978,6.9352,7.44213,true
275,68,3,3,0,1,0,1,785,0,0.209,1.95382,333.632,0.0425128,0.0481077,0.358369,0.0133451,0.000849862,9.09366,2.86068,true
276,69,0,0,1,1,0,1,81,0,0.0440733,3.18874,462.351,0.0409433,0.0879643,0.283202,0.0216407,0.000123684,3.1297,4.63894,true
277,69,1,1,1,1,0,1,337,0,0.119087,2.74104,482.803,0.0373067,0.0808862,0.250617,0.0224943,0.000380563,7.26922,4.82192,true
278,69,2,2,1,1,0,1,593,0,0.136033,3.2041,380.6,0.0414544,0.0831764,0.463565,0.0193561,0.000704048,9.70641,4.14921,true
279,69,3,3,1,1,0,1,849,0,0.234236,3.20097,540.859,0.0393387,0.0879684,0.283388,0.027736,0.000984423,16.6971,5.94556,true
280,70,0,0,2,1,0,1,145,0,0.0223848,4.03932,448.317,0.0369256,0.0949812,0.271005,0.0202774,6.53103e-05,2.01358,4.3467,true
281,70,1,1,2,1,0,1,401,0,0.123675,3.86247,486.29,0.0410681,0.0665901,0.473015,0.0277688,0.000586151,10.6379,5.95258,true
282,70,2,2,2,1,0,1,657,0,0.138605,3.27799,492.066,0.0453643,0.0755773,0.258659,0.0233939,0.000547627,10.118,5.01478,true
283,70,3,3,2,1,0,1,913,0,0.231289,3.85157,500.371,0.0309393,0.0733181,0.499337,0.0294535,0.00131576,19.8381,6.31371,true
284,71,0,0,3,1,0,1,209,0,0.0684218,4.36603,436.503,0.0389147,0.0586479,0.471456,0.0238709,0.000335135,6.65256,5.11703,true
285,71,1,1,3,1,0,1,465,0,0.107395,4.31604,522.313,0.039416,0.0597931,0.391242,0.0287238,0.000496892,10.3223,6.1573,true
286,71,2,2,3,1,0,1,721,0,0.166308,4.77471,487.654,0.0362108,0.0750823,0.413383,0.0265329,0.00105961,17.6835,5.68765,true
287,71,3,3,3,1,0,1,977,0,0.222457,4.97982,586.376,0.0343707,0.0485661,0.452799,0.0350792,0.0013654,24.6699,7.51967,true
288,72,0,0,0,2,0,1,33,0,0.0335857,1.66736,682.233,0.0367733,0.095557,0.463515,0.0202575,3.16571e-05,1.24708,4.34245,true
289,72,1,1,0,2,0,1,289,0,0.0910141,2.35349,801.644,0.0383907,0.0720897,0.256661,0.0248679,0.000137686,4.77011,5.33075,true
290,72,2,2,0,2,0,1,545,0,0.157689,1.54404,835.029,0.0430346,0.0418707,0.323931,0.0289717,0.000183009,5.42211,6.21044,true
291,72,3,3,0,2,0,1,801,0,0.214216,2.23832,729.4,0.0416488,0.0747932,0.379429,0.022025,0.000462209,10.6778,4.72134,true
292,73,0,0,1,2,0,1,97,0,0.0488223,2.85615,844.997,0.0302699,0.0945659,0.49576,0.0336112,7.25656e-05,3.10533,7.20498,true
293,73,1,1,1,2,0,1,353,0,0.109352,2.51699,731.393,0.0470472,0.0399055,0.462736,0.0240541,0.00021508,6.12938,5.1563,true
294,73,2,2,1,2,0,1,609,0,0.171823,3.16758,821.153,0.0355669,0.0972711,0.441623,0.0305432,0.000438524,12.1204,6.54731,true
295,73,3,3,1,2,0,1,865,0,0.208013,2.42775,897.595,0.0411565,0.0774063,0.486791,0.0374904,0.000400352,11.2461,8.03652,true
296,74,0,0,2,2,0,1,161,0,0.068029,4.06439,693.689,0.0347082,0.0943038,0.480904,0.0215376,0.000195183,6.1574,4.61684,true
297,74,1,1,2,2,0,1,417,0,0.114156,3.96198,843.695,0.0331669,0.0685854,0.275204,0.0285477,0.000299061,10.072,6.11956,true
298,74,2,2,2,2,0,1,673,0,0.144495,3.861,795.365,0.0325657,0.087883,0.403115,0.027676,0.000434632,12.424,5.93268,true
299,74,3,3,2,2,0,1,929,0,0.20756,3.97679,885.605,0.0358386,0.0433807,0.402061,0.0346536,0.000651492,18.3817,7.42843,true
300,75,0,0,3,2,0,1,225,0,0.0663301,4.1667,686.567,0.0378326,0.0849896,0.389397,0.0189261,0.000191878,6.15476,4.05704,true
301,75,1,1,3,2,0,1,481,0,0.107881,4.45113,882.559,0.0461137,0.0534504,0.43401,0.0351362,0.000307774,10.6936,7.53188,true
302,75,2,2,3,2,0,1,737,0,0.152169,4.86983,634.205,0.0400945,0.0653447,0.413498,0.0154058,0.000738165,16.5024,3.30242,true
303,75,3,3,3,2,0,1,993,0,0.207507,4.90649,761.367,0.0399649,0.0719143,0.414307,0.02529,0.000936975,22.6731,5.42122,true
304,76,0,0,0,3,0,1,49,0,0.0518472,1.5288,960.009,0.0319847,0.090884,0.369365,0.0171907,3.61043e-05,1.76515,3.68505,true
305,76,1,1,0,3,0,1,305,0,0.0786408,2.14173,1091.6,0.0426369,0.0365868,0.319261,0.0262731,7.67226e-05,3.75077,5.63195,true
306,76,2,2,0,3,0,1,561,0,0.156808,1.87318,968.246,0.032027,0.0829567,0.317638,0.0166659,0.000189801,6.54118,3.57255,true
307,76,3,3,0,3,0,1,817,0,0.19361,2.1956,1195.66,0.0331867,0.0712812,0.296705,0.0338394,0.000237594,9.46648,7.25389,true
308,77,0,0,1,3,0,1,113,0,0.0501655,2.39821,913.953,0.0368222,0.0362947,0.36314,0.0134773,5.6859e-05,2.67917,2.88903,true
309,77,1,1,1,3,0,1,369,0,0.130335,2.74934,990.766,0.0331959,0.0714978,0.409186,0.020473,0.000216801,7.97991,4.38865,true
310,77,2,2,1,3,0,1,625,0,0.150263,2.53772,1160.19,0.0388509,0.0709475,0.446625,0.0344607,0.000208163,8.49188,7.38708,true
311,77,3,3,1,3,0,1,881,0,0.197622,2.87674,1085.75,0.0441407,0.031759,0.489317,0.0296454,0.000366468,12.6603,6.35486,true
312,78,0,0,2,3,0,1,177,0,0.0302725,3.30209,1026.39,0.0384245,0.089747,0.481426,0.0248623,3.64143e-05,2.2261,5.32955,true
313,78,1,1,2,3,0,1,433,0,0.0982844,3.83867,931.76,0.0366079,0.0881413,0.283073,0.0130574,0.000215249,8.40181,2.79901,true
314,78,2,2,2,3,0,1,689,0,0.138991,3.52907,1114.1,0.0468531,0.0638989,0.484565,0.0317383,0.000273772,10.9233,6.80349,true
315,78,3,3,2,3,0,1,945,0,0.206495,3.82131,968.404,0.0307554,0.0697513,0.289292,0.0160404,0.000555501,17.5723,3.43845,true
316,79,0,0,3,3,0,1,241,0,0.0712205,4.41963,1094.23,0.0402625,0.0692369,0.290561,0.0258311,0.000137568,7.00969,5.53721,true
317,79,1,1,3,3,0,1,497,0,0.0870625,4.14836,1130.79,0.0463948,0.0401316,0.364742,0.0303367,0.000165847,8.04295,6.50305,true
318,79,2,2,3,3,0,1,753,0,0.186675,4.72831,910.98,0.0302641,0.0696624,0.258049,0.0108821,0.000634529,19.6562,2.33271,true
319,79,3,3,3,3,0,1,1009,0,0.208014,4.4847,1007.62,0.0384087,0.0544496,0.432312,0.022301,0.000651612,20.7747,4.7805,true
320,80,0,0,0,0,1,1,5,0,0.0239476,1.53148,251.811,0.0537719,0.128524,0.40957,0.030649,4.96372e-05,0.816735,6.56998,true
321,80,1,1,0,0,1,1,261,0,0.0844549,2.08994,288.744,0.0485079,0.141076,0.289031,0.0308023,0.000309323,3.93066,6.60286,true
322,80,2,2,0,0,1,1,517,0,0.169119,1.68209,206.095,0.0605462,0.109705,0.350852,0.0257809,0.000891726,6.33502,5.52645,true
323,80,3,3,0,0,1,1,773,0,0.219108,2.25646,297.362,0.0524172,0.106777,0.489705,0.0359861,0.0012045,11.0102,7.71406,true
324,81,0,0,1,0,1,1,69,0,0.0625445,2.4123,50.469,0.0492402,0.124533,0.30581,0.012693,0.00137342,3.35992,2.72089,true
325,81,1,1,1,0,1,1,325,0,0.122197,2.53224,172.203,0.055587,0.141594,0.28193,0.0216006,0.0010269,6.89087,4.63034,true
326,81,2,2,1,0,1,1,581,0,0.136034,2.52088,53.0984,0.0566148,0.158365,0.435073,0.0158054,0.00394767,7.63675,3.38808,true
327,81,3,3,1,0,1,1,837,0,0.21785,3.23178,292.188,0.0604807,0.142078,0.353894,0.0325289,0.00169482,15.6786,6.97298,true
328,82,0,0,2,0,1,1,133,0,0.0574999,3.45554,149.682,0.0540458,0.131504,0.439154,0.0233908,0.000609445,4.42477,5.0141,true
329,82,1,1,2,0,1,1,389,0,0.130799,3.52063,289.953,0.0646175,0.115159,0.303545,0.0312227,0.000932623,10.2549,6.69296,true
330,82,2,2,2,0,1,1,645,0,0.135793,3.7851,214.008,0.0570696,0.114491,0.347319,0.0263153,0.00144111,11.4462,5.64101,true
331,82,3,3,2,0,1,1,901,0,0.197881,3.46438,246.551,0.0549551,0.103449,0.364745,0.0292323,0.00189829,15.2664,6.2663,true
332,83,0,0,3,0,1,1,197,0,0.064951,4.88052,302.911,0.0598979,0.140497,0.371606,0.0337594,0.000493533,7.05927,7.23674,true
333,83,1,1,3,0,1,1,453,0,0.115449,4.60513,154.546,0.0614345,0.151331,0.275244,0.0200802,0.00192639,11.8397,4.30444,true
334,83,2,2,3,0,1,1,709,0,0.137249,4.26109,88.3067,0.0530618,0.133044,0.335996,0.0163078,0.00397867,13.0238,3.49579,true
335,83,3,3,3,0,1,1,965,0,0.212286,4.20406,204.327,0.050999,0.100314,0.455301,0.0279938,0.00310947,19.8746,6.00081,true
336,84,0,0,0,1,1,1,21,0,0.0288727,1.67643,502.035,0.0547881,0.103347,0.362723,0.0265088,3.46385e-05,1.07791,5.68249,true
337,84,1,1,0,1,1,1,277,0,0.0951719,2.11378,441.151,0.054719,0.109671,0.457904,0.0239266,0.000248596,4.47999,5.12897,true
338,84,2,2,0,1,1,1,533,0,0.162741,1.98235,609.868,0.0579277,0.14009,0.286375,0.0331574,0.000332908,7.18429,7.10769,true
339,84,3,3,0,1,1,1,789,0,0.204897,1.8425,413.049,0.0640568,0.153576,0.499702,0.0226868,0.000648801,8.40723,4.86319,true
340,85,0,0,1,1,1,1,85,0,0.0256062,2.85812,414.233,0.0574424,0.103927,0.335855,0.019092,6.06478e-05,1.6298,4.09261,true
341,85,1,1,1,1,1,1,341,0,0.0952744,2.85321,608.143,0.0630562,0.134851,0.424751,0.0361369,0.000242136,6.05365,7.74639,true
342,85,2,2,1,1,1,1,597,0,0.178651,2.8044,465.611,0.0588164,0.121208,0.401313,0.0245511,0.000715341,11.1571,5.26283,true
343,85,3,3,1,1,1,1,853,0,0.200233,2.84926,427.057,0.060268,0.128579,0.374006,0.0209455,0.000917398,12.705,4.48991,true
344,86,0,0,2,1,1,1,149,0,0.0203442,3.56769,501.565,0.0514925,0.152648,0.461876,0.0287033,4.72067e-05,1.61635,6.15291,true
345,86,1,1,2,1,1,1,405,0,0.0947795,3.41743,395.769,0.0537036,0.125052,0.375672,0.0185554,0.00043815,7.2131,3.97757,true
346,86,2,2,2,1,1,1,661,0,0.164962,3.30742,506.152,0.0506628,0.126729,0.423577,0.0281974,0.000700993,12.1502,6.04447,true
347,86,3,3,2,1,1,1,917,0,0.234816,3.57357,509.149,0.0627519,0.156846,0.314023,0.025965,0.00117882,18.6869,5.56591,true
348,87,0,0,3,1,1,1,213,0,0.0773466,4.7406,375.132,0.0635521,0.133723,0.287685,0.0149745,0.000480185,8.1655,3.20998,true
349,87,1,1,3,1,1,1,469,0,0.0895973,4.31256,488.539,0.0509769,0.120728,0.392446,0.0261304,0.000416998,8.60475,5.60138,true
350,87,2,2,3,1,1,1,725,0,0.150324,4.17537,605.903,0.0503134,0.16004,0.42906,0.0360601,0.000653838,13.9775,7.72992,true
351,87,3,3,3,1,1,1,981,0,0.248166,4.52586,599.57,0.057948,0.158322,0.40825,0.0351005,0.00139152,25.0121,7.52423,true
352,88,0,0,0,2,1,1,37,0,0.0349996,1.62769,861.59,0.0487646,0.129506,0.385635,0.0324208,2.5448e-05,1.26865,6.94981,true
353,88,1,1,0,2,1,1,293,0,0.12712,1.60358,774.22,0.0579262,0.150266,0.387179,0.0256768,0.000155817,4.53954,5.50415,true
354,88,2,2,0,2,1,1,549,0,0.140787,2.25522,721.715,0.0507799,0.158093,0.263691,0.0188248,0.000262561,7.07067,4.03532,true
355,88,3,3,0,2,1,1,805,0,0.215519,2.19307,780.98,0.0544732,0.163025,0.498029,0.0286955,0.000436754,10.5256,6.15123,true
356,89,0,0,1,2,1,1,101,0,0.0221171,2.61468,658.095,0.0493394,0.0981029,0.34761,0.0157769,2.87965e-05,1.28782,3.38197,true
357,89,1,1,1,2,1,1,357,0,0.0919729,3.20825,768.857,0.0595258,0.121007,0.396351,0.0254672,0.000204277,6.57106,5.4592,true
358,89,2,2,1,2,1,1,613,0,0.172342,3.0662,756.05,0.0625677,0.143234,0.282375,0.0219091,0.000447982,11.7679,4.69648,true
359,89,3,3,1,2,1,1,869,0,0.224341,2.59708,682.287,0.0646595,0.156106,0.35519,0.0178244,0.000606711,12.9749,3.82088,true
360,90,0,0,2,2,1,1,165,0,0.0524154,3.34253,708.131,0.054081,0.116284,0.350523,0.0197245,0.000108162,3.90159,4.22819,true
361,90,1,1,2,2,1,1,421,0,0.0913498,3.8567,647.858,0.0551725,0.105514,0.304683,0.0140168,0.000283393,7.84569,3.00467,true
362,90,2,2,2,2,1,1,677,0,0.161532,4.08194,906.692,0.0511296,0.158408,0.43682,0.0370718,0.000470881,14.6836,7.94679,true
363,90,3,3,2,2,1,1,933,0,0.206394,4.01864,630.8,0.0562188,0.0985835,0.260946,0.0117092,0.000890955,18.4707,2.51001,true
364,91,0,0,3,2,1,1,229,0,0.0249983,4.52932,773.372,0.0607283,0.158536,0.432204,0.0266242,5.08484e-05,2.52146,5.70722,true
